platform,caption,likes,views,hashtags,caption_length,sentiment,virality_score
Facebook,Testing out a new feature. Feedback welcome.,2929,20676,#daily #update #project,7,0.4681818181818182,191.7
X,Good vibes only. Spread happiness! ❤️,152,1000,#joy #positivevibes #inspiration,6,0.525,112.51
Instagram,Absolutely loving this! So much joy and inspiration. ✨,157209,536158,#success #joy #blessed,9,0.775,281.75
X,Deeply concerned about the future. #crisis #worry,1386,20163,#struggle #problem #fail,7,0.0,162.15
YouTube,Can't believe this happened. Feeling really frustrated and disappointed. 😞,142,1000,#disaster #frustration,10,-0.725,156.23
Instagram,Worst experience ever. So frustrating and a waste of time. 👎,267,1000,#problem #fail #struggle,11,-0.5333333333333333,72.13
X,Deeply concerned about the future. #crisis #worry,1105,37225,#frustration #unacceptable #fail #problem,7,0.0,176.77
Instagram,Just sharing an update on the project. More details soon.,11877,19108,#update #daily,10,0.5,227.95
Facebook,What an amazing experience! Definitely a must-see. 🔥,7817,11069,#positivevibes #success,8,0.37500000000000006,252.77
Facebook,Worst experience ever. So frustrating and a waste of time. 👎,219940,220585,#fail #frustration #unacceptable,11,-0.5333333333333333,312.98
X,Just sharing an update on the project. More details soon.,97949,10509795,#update #daily,10,0.5,310.95
X,Testing out a new feature. Feedback welcome.,6347,6698,#daily #info,7,0.4681818181818182,189.19
Facebook,Feeling incredibly happy and grateful today. Best day ever! 😊,43360,70783,#blessed #success #inspiration #positivevibes,10,0.9,275.87
Facebook,A quiet afternoon walk in the park. #nature #relax,4252,16083,#daily #project #update #news,9,0.0,185.98
YouTube,Worst experience ever. So frustrating and a waste of time. 👎,1178,3089,#problem #unacceptable,11,-0.5333333333333333,193.14
X,Worst experience ever. So frustrating and a waste of time. 👎,2161,19900,#struggle #fail #disaster,11,-0.5333333333333333,198.45
Facebook,Reviewing the latest industry report. Interesting findings.,100,2858,#facts #info #daily,7,0.5,154.87
Facebook,Worst experience ever. So frustrating and a waste of time. 👎,3608,28585,#fail #problem #disaster #frustration,11,-0.5333333333333333,261.87
Facebook,Absolutely disgusted by this terrible news. A complete disaster. 😠,7429,9641,#frustration #unacceptable,10,-0.6333333333333333,237.86
Facebook,Worst experience ever. So frustrating and a waste of time. 👎,2830,27514,#struggle #unacceptable,11,-0.5333333333333333,206.52
X,Good vibes only. Spread happiness! ❤️,415657,1012677,#inspiration #happiness #success #joy,6,0.525,278.93
YouTube,This is unacceptable. Major issues need to be addressed immediately. 😡,142,1247,#unacceptable #fail #frustration,11,0.0625,159.93
X,So proud of this accomplishment! Hard work pays off. 💪,20132,352871,#joy #blessed,10,0.35416666666666663,274.4
Instagram,Worst experience ever. So frustrating and a waste of time. 👎,1372,41799,#frustration #unacceptable #struggle,11,-0.5333333333333333,148.66
Facebook,Reviewing the latest industry report. Interesting findings.,1891,85076,#project #daily #facts,7,0.5,209.61
Instagram,A quiet afternoon walk in the park. #nature #relax,4702,22429,#daily #news,9,0.0,224.12
Instagram,Deeply concerned about the future. #crisis #worry,996,17954,#struggle #frustration #unacceptable,7,0.0,201.98
Instagram,Just sharing an update on the project. More details soon.,100,1000,#info #daily,10,0.5,97.14
YouTube,Worst experience ever. So frustrating and a waste of time. 👎,1613,21523,#unacceptable #frustration #fail #struggle,11,-0.5333333333333333,217.46
Facebook,Feeling incredibly happy and grateful today. Best day ever! 😊,3389,23670,#positivevibes #inspiration #joy #happiness,10,0.9,223.09
Facebook,Absolutely disgusted by this terrible news. A complete disaster. 😠,100,1208,#frustration #disaster #problem #struggle,10,-0.6333333333333333,147.5
X,So proud of this accomplishment! Hard work pays off. 💪,850,25704,#happiness #inspiration #positivevibes #joy,10,0.35416666666666663,115.94
Facebook,So proud of this accomplishment! Hard work pays off. 💪,7633,16593,#happiness #positivevibes #inspiration,10,0.35416666666666663,233.68
Instagram,Feeling incredibly happy and grateful today. Best day ever! 😊,2569,24654,#positivevibes #joy #inspiration,10,0.9,213.88
Facebook,Can't believe this happened. Feeling really frustrated and disappointed. 😞,100,1062,#fail #unacceptable #problem #disaster,10,-0.725,130.3
YouTube,Worst experience ever. So frustrating and a waste of time. 👎,2060,13265,#struggle #disaster #fail #problem,11,-0.5333333333333333,247.96
YouTube,What an amazing experience! Definitely a must-see. 🔥,192,1000,#joy #success #positivevibes #blessed,8,0.37500000000000006,190.63
X,Reviewing the latest industry report. Interesting findings.,3150,33094,#update #news #info #daily,7,0.5,208.66
Instagram,So proud of this accomplishment! Hard work pays off. 💪,308,2315,#success #inspiration #blessed #joy,10,0.35416666666666663,157.56
X,Captured this moment. #dailyphoto,1646,8709,#info #facts #project,4,0.0,157.56
Instagram,What an amazing experience! Definitely a must-see. 🔥,5476,461392,#happiness #inspiration #joy #success,8,0.37500000000000006,218.44
YouTube,Just sharing an update on the project. More details soon.,7983,8934,#facts #project,10,0.5,248.52
Instagram,A quiet afternoon walk in the park. #nature #relax,212998,231403,#project #info #daily,9,0.0,280.35
X,Can't believe this happened. Feeling really frustrated and disappointed. 😞,243,1000,#disaster #unacceptable,10,-0.725,95.74
Instagram,This is unacceptable. Major issues need to be addressed immediately. 😡,388,5011,#problem #struggle #fail #disaster,11,0.0625,159.26
YouTube,Feeling incredibly happy and grateful today. Best day ever! 😊,1898,10355,#joy #inspiration,10,0.9,228.71
X,Worst experience ever. So frustrating and a waste of time. 👎,1365,4173,#frustration #fail,11,-0.5333333333333333,154.42
Instagram,Can't believe this happened. Feeling really frustrated and disappointed. 😞,2940,6233,#struggle #problem #frustration #fail,10,-0.725,180.96
X,What an amazing experience! Definitely a must-see. 🔥,59261,208802,#happiness #positivevibes,8,0.37500000000000006,250.97
YouTube,Worst experience ever. So frustrating and a waste of time. 👎,242,3166,#frustration #fail,11,-0.5333333333333333,188.69
YouTube,Deeply concerned about the future. #crisis #worry,6945,15776,#unacceptable #disaster,7,0.0,284.54
Instagram,This is unacceptable. Major issues need to be addressed immediately. 😡,261,120832,#fail #struggle,11,0.0625,174.27
Instagram,This is unacceptable. Major issues need to be addressed immediately. 😡,6373,7011,#struggle #fail #disaster,11,0.0625,209.85
YouTube,Captured this moment. #dailyphoto,100,11107,#news #facts,4,0.0,212.67
Instagram,A quiet afternoon walk in the park. #nature #relax,1506,64201,#facts #project,9,0.0,193.55
X,Absolutely loving this! So much joy and inspiration. ✨,365425,365610,#positivevibes #success #happiness,9,0.775,281.3
YouTube,Just sharing an update on the project. More details soon.,1171,21871,#info #update #news,10,0.5,217.5
Instagram,Deeply concerned about the future. #crisis #worry,615250,615626,#frustration #fail #unacceptable #disaster,7,0.0,294.58
Facebook,Good vibes only. Spread happiness! ❤️,1172,45869,#joy #blessed #success,6,0.525,249.95
X,A quiet afternoon walk in the park. #nature #relax,120,1000,#info #facts #update,9,0.0,109.09
Instagram,Reviewing the latest industry report. Interesting findings.,8107,89783,#update #news,7,0.5,235.7
Facebook,So proud of this accomplishment! Hard work pays off. 💪,202253,203124,#success #positivevibes #happiness,10,0.35416666666666663,323.37
X,Absolutely disgusted by this terrible news. A complete disaster. 😠,97969,207600,#struggle #problem #fail,10,-0.6333333333333333,237.22
X,Worst experience ever. So frustrating and a waste of time. 👎,9554,10772,#fail #unacceptable #struggle,11,-0.5333333333333333,158.17
Facebook,Testing out a new feature. Feedback welcome.,139,2038,#facts #info #update,7,0.4681818181818182,100.19
Instagram,Absolutely disgusted by this terrible news. A complete disaster. 😠,562,7046,#fail #problem,10,-0.6333333333333333,128.93
Instagram,Reviewing the latest industry report. Interesting findings.,4754,11844,#daily #info #update,7,0.5,222.52
Facebook,This is unacceptable. Major issues need to be addressed immediately. 😡,12483,12825,#fail #unacceptable,11,0.0625,245.41
YouTube,Worst experience ever. So frustrating and a waste of time. 👎,100,1000,#unacceptable #fail #struggle #problem,11,-0.5333333333333333,102.83
Instagram,Absolutely loving this! So much joy and inspiration. ✨,100,1000,#happiness #inspiration #positivevibes #joy,9,0.775,121.04
X,Can't believe this happened. Feeling really frustrated and disappointed. 😞,135,6376,#struggle #problem #unacceptable #fail,10,-0.725,131.49
Instagram,Absolutely loving this! So much joy and inspiration. ✨,6297,33710,#happiness #success,9,0.775,193.59
Instagram,A quiet afternoon walk in the park. #nature #relax,100,1993,#update #daily,9,0.0,121.55
Facebook,Good vibes only. Spread happiness! ❤️,13259,578220,#blessed #success,6,0.525,282.93
Instagram,A quiet afternoon walk in the park. #nature #relax,10294,43533,#project #facts,9,0.0,230.78
X,Worst experience ever. So frustrating and a waste of time. 👎,6179,12238,#frustration #unacceptable #disaster,11,-0.5333333333333333,160.85
X,This is unacceptable. Major issues need to be addressed immediately. 😡,166899,366715,#fail #struggle #frustration #unacceptable,11,0.0625,261.18
YouTube,Can't believe this happened. Feeling really frustrated and disappointed. 😞,1613,30149,#fail #unacceptable #frustration,10,-0.725,219.74
Instagram,Just sharing an update on the project. More details soon.,1075,8769,#update #project #news #info,10,0.5,191.7
YouTube,Absolutely loving this! So much joy and inspiration. ✨,16235,17002,#inspiration #positivevibes #blessed #success,9,0.775,289.96
Facebook,This is unacceptable. Major issues need to be addressed immediately. 😡,2796,38840,#disaster #fail #problem,11,0.0625,215.35
Facebook,So proud of this accomplishment! Hard work pays off. 💪,100,3308,#positivevibes #success #happiness #joy,10,0.35416666666666663,172.53
Instagram,Reviewing the latest industry report. Interesting findings.,100,1000,#info #daily #facts,7,0.5,114.1
YouTube,Captured this moment. #dailyphoto,441,1297,#facts #update #info,4,0.0,174.89
Instagram,What an amazing experience! Definitely a must-see. 🔥,686,195377,#inspiration #positivevibes,8,0.37500000000000006,180.17
YouTube,Absolutely loving this! So much joy and inspiration. ✨,100,1000,#inspiration #blessed #happiness #joy,9,0.775,188.23
Facebook,Absolutely disgusted by this terrible news. A complete disaster. 😠,4468,25115,#unacceptable #problem #fail,10,-0.6333333333333333,205.58
Instagram,Testing out a new feature. Feedback welcome.,1546,32677,#facts #daily #info #update,7,0.4681818181818182,195.74
YouTube,So proud of this accomplishment! Hard work pays off. 💪,76640,77137,#joy #happiness #inspiration,10,0.35416666666666663,285.25
X,This is unacceptable. Major issues need to be addressed immediately. 😡,3403,7497,#struggle #frustration #fail,11,0.0625,177.1
X,A quiet afternoon walk in the park. #nature #relax,945,22157,#news #project #daily #info,9,0.0,182.27
YouTube,Absolutely loving this! So much joy and inspiration. ✨,66097,662011,#happiness #success #positivevibes,9,0.775,339.75
YouTube,So proud of this accomplishment! Hard work pays off. 💪,421985,1403637,#success #blessed #joy #happiness,10,0.35416666666666663,337.94
Instagram,Just sharing an update on the project. More details soon.,12574,4682324,#news #update #facts #daily,10,0.5,261.24
X,So proud of this accomplishment! Hard work pays off. 💪,7012,16418,#positivevibes #success #joy #happiness,10,0.35416666666666663,182.85
Instagram,Reviewing the latest industry report. Interesting findings.,125,1000,#daily #update #project #facts,7,0.5,121.45
Facebook,A quiet afternoon walk in the park. #nature #relax,134,1102,#update #news,9,0.0,188.75
X,Testing out a new feature. Feedback welcome.,332,1264,#project #info,7,0.4681818181818182,117.96
YouTube,Captured this moment. #dailyphoto,100,1000,#info #news,4,0.0,143.85
Facebook,Reviewing the latest industry report. Interesting findings.,4777,6082,#project #facts #daily,7,0.5,219.31
Facebook,What an amazing experience! Definitely a must-see. 🔥,7668,25060,#positivevibes #joy,8,0.37500000000000006,252.57
Instagram,Deeply concerned about the future. #crisis #worry,4560,224118,#struggle #unacceptable #frustration,7,0.0,184.55
X,Deeply concerned about the future. #crisis #worry,2478,18260,#fail #frustration,7,0.0,203.11
YouTube,Feeling incredibly happy and grateful today. Best day ever! 😊,9646,10482,#positivevibes #joy,10,0.9,276.12
X,Can't believe this happened. Feeling really frustrated and disappointed. 😞,1597,60540,#problem #struggle #frustration #disaster,10,-0.725,176.83
X,Deeply concerned about the future. #crisis #worry,114874,234763,#disaster #unacceptable,7,0.0,250.21
YouTube,Just sharing an update on the project. More details soon.,1065,41158,#info #news #update,10,0.5,231.68
Instagram,Absolutely loving this! So much joy and inspiration. ✨,6078,15187,#joy #success #inspiration,9,0.775,224.36
YouTube,Can't believe this happened. Feeling really frustrated and disappointed. 😞,117,1000,#struggle #fail #problem,10,-0.725,125.47
X,Captured this moment. #dailyphoto,18216,801818,#facts #project,4,0.0,216.16
Facebook,Testing out a new feature. Feedback welcome.,471,15267,#info #project #update #facts,7,0.4681818181818182,193.39
Instagram,Feeling incredibly happy and grateful today. Best day ever! 😊,984,1701,#positivevibes #inspiration,10,0.9,160.08
X,A quiet afternoon walk in the park. #nature #relax,7229,7635,#facts #update,9,0.0,139.75
Instagram,Captured this moment. #dailyphoto,5631,70265,#update #project #daily #info,4,0.0,218.25
